name,year,selling_price,km_driven,fuel,transmission
Tata Indigo CS LE (TDI) BS-III,2013,250000,30000,Diesel,Manual
Chevrolet Enjoy Petrol LS 7 Seater,2014,312000,80000,Petrol,Manual
Maruti Alto 800 LXI,2014,250000,20000,Petrol,Manual
Hyundai EON Magna Plus,2013,200000,80000,Petrol,Manual
Mahindra Scorpio S2 7 Seater,2016,670000,73000,Diesel,Manual
Hyundai EON D Lite Plus,2017,270000,50000,Petrol,Manual
Mahindra Bolero 2011-2019 SLX,2012,360000,200000,Diesel,Manual
Maruti Swift VDI,2018,630000,46000,Diesel,Manual
Maruti 800 EX BSII,2003,55599,36088,Petrol,Manual
Mahindra Supro LX 8 Str,2018,400000,50000,Diesel,Manual
Hyundai i20 Sportz 1.4 CRDi,2014,420000,50000,Diesel,Manual
Maruti Ciaz 1.4 Alpha,2018,764000,25000,Petrol,Manual
Mahindra Bolero 2011-2019 SLE,2019,710000,30000,Diesel,Manual
Tata Hexa XT,2018,1575000,30000,Diesel,Manual
Force One SX ABS 7 Seating,2018,1050000,13000,Diesel,Manual
Maruti XL6 Alpha,2019,1000000,15000,Petrol,Manual
Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,2017,650000,44000,Diesel,Manual
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,600000,63000,Diesel,Manual
Mahindra TUV 300 T8,2016,509999,110000,Diesel,Manual
Hyundai Xcent 1.2 Kappa SX Option,2017,610000,14000,Petrol,Manual
Maruti Alto 800 VXI,2017,310000,35000,Petrol,Manual
Mahindra Bolero 2011-2019 ZLX BSIII,2016,720000,35000,Diesel,Manual
Tata Indigo eCS LS TDI BSIII,2012,158000,110000,Diesel,Manual
Tata Indigo LS,2011,175000,85700,Diesel,Manual
Maruti Ritz VDi,2010,217000,120000,Diesel,Manual
Honda Amaze VX i-DTEC,2013,484999,50000,Diesel,Manual
Toyota Etios Liva GD SP,2012,315000,100000,Diesel,Manual
Hyundai Xcent 1.1 CRDi SX,2016,550000,35000,Diesel,Manual
Maruti Swift ZXI,2012,280000,70000,Petrol,Manual
Ford Classic 1.6 Duratec LXI,2013,350000,90000,Petrol,Manual
Mahindra XUV500 W10 2WD,2017,1150000,42000,Diesel,Manual
Hyundai Grand i10 Magna,2016,420000,30000,Petrol,Manual
Maruti Ciaz 1.4 Alpha,2017,810000,80000,Petrol,Manual
Hyundai i20 1.2 Sportz,2011,290000,90000,Petrol,Manual
Chevrolet Beat LT,2012,180000,60000,Petrol,Manual
Maruti Eeco 5 Seater AC BSIV,2010,160000,162000,Petrol,Manual
Tata Nano XE,2017,66000,70000,Petrol,Manual
Maruti Wagon R Stingray VXI,2015,369000,20000,Petrol,Manual
Tata New Safari DICOR 2.2 VX 4x2 BS IV,2012,300000,80000,Diesel,Manual
Mahindra Bolero PLUS AC,2008,350000,90000,Diesel,Manual
Hyundai i10 Asta Sunroof AT,2008,220000,120000,Petrol,Automatic
Chevrolet Tavera B3 LT L1 10 Seats BSIII,2005,160000,220000,Diesel,Manual
Maruti Swift Ldi BSIV,2009,221000,100000,Diesel,Manual
Tata Zest Revotron 1.2 XT,2017,400000,35000,Petrol,Manual
Toyota Camry V4 (MT),2004,250000,120000,Petrol,Manual
Mahindra Bolero DI BSIII,2011,390000,120000,Diesel,Manual
Maruti Eeco 5 Seater AC BSIV,2012,190000,110000,Petrol,Manual
Renault KWID RXT,2017,300000,60000,Petrol,Manual
Hyundai i20 1.4 Asta Dual Tone,2017,750000,27000,Diesel,Manual
Maruti Swift Dzire VDI,2016,650000,50000,Diesel,Manual
Honda Amaze i-VTEC Privilege Edition,2018,635000,40000,Petrol,Manual
Hyundai Verna 1.6 SX,2013,520000,88000,Diesel,Manual
Mahindra Scorpio S11 4WD BSIV,2020,1500000,50000,Diesel,Manual
Hyundai Verna 1.6 SX CRDi (O),2012,415000,80000,Diesel,Manual
Hyundai Elite i20 Diesel Sportz,2019,700000,60000,Diesel,Manual
Maruti Swift LXI,2017,484999,26000,Petrol,Manual
Ford Fiesta 1.4 Durasport EXI,2007,120000,80000,Petrol,Manual
Hyundai EON Era Plus,2014,220000,60000,Petrol,Manual
Hyundai i10 Magna,2014,320000,80000,Petrol,Manual
Maruti Swift VDI,2011,375000,90000,Diesel,Manual
Hyundai Verna 1.6 SX CRDi (O),2012,440000,80000,Diesel,Manual
Hyundai Grand i10 1.2 Kappa Magna AT,2019,550000,15000,Petrol,Automatic
Maruti Swift ZDI BSIV,2017,640000,35000,Diesel,Manual
Toyota Etios GD,2014,420000,120000,Diesel,Manual
Hyundai Grand i10 CRDi Sportz,2016,330000,63000,Diesel,Manual
Volkswagen Ameo 1.5 TDI Highline Plus,2019,800000,25000,Diesel,Manual
Maruti Wagon R LXI BS IV,2011,240000,64500,Petrol,Manual
Mahindra KUV 100 mFALCON D75 K2 Plus,2016,360000,100000,Diesel,Manual
Hyundai Verna 1.6 CRDi SX,2017,750000,40000,Diesel,Manual
Hyundai i20 1.2 Magna Executive,2017,570000,15000,Petrol,Manual
Toyota Etios Liva GD,2015,450000,25000,Diesel,Manual
Maruti Ritz LXi,2016,270000,82000,Petrol,Manual
Maruti Ertiga VDI,2012,459999,87000,Diesel,Manual
Maruti Alto K10 VXI,2015,240000,80000,Petrol,Manual
Renault Duster 110PS Diesel RxZ,2012,320000,110000,Diesel,Manual
Tata Manza Aura (ABS) Quadrajet BS IV,2011,149000,148000,Diesel,Manual
Mahindra Scorpio S11 BSIV,2018,1500000,40000,Diesel,Manual
Hyundai Accent Executive,2011,180000,70000,Petrol,Manual
Hyundai Santro Xing GLS LPG,2012,185000,70000,LPG,Manual
Maruti 800 AC,2008,65000,40000,Petrol,Manual
Tata Indigo LX,2010,130000,120000,Diesel,Manual
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,330000,60000,Diesel,Manual
Tata Manza Aura (ABS) Quadrajet,2011,190000,90000,Diesel,Manual
Maruti Swift VDI,2014,501000,68000,Diesel,Manual
Honda Amaze S i-DTEC,2017,600000,24500,Diesel,Manual
Mahindra XUV500 W8 4WD,2012,570000,77000,Diesel,Manual
Honda Amaze VX O iDTEC,2015,450000,85000,Diesel,Manual
Toyota Etios 1.5 V,2011,285000,45500,Petrol,Manual
Maruti Swift VDI,2014,490000,67000,Diesel,Manual
Maruti Swift VDI,2014,500000,77000,Diesel,Manual
Hyundai EON Magna Plus,2016,275000,47000,Petrol,Manual
Tata Tiago XT,2017,440000,57000,Petrol,Manual
Hyundai i20 1.4 Asta Option,2018,825000,71500,Diesel,Manual
Toyota Etios Liva 1.4 GD,2012,411000,110000,Diesel,Manual
Maruti Swift Dzire VDI,2013,470000,82000,Diesel,Manual
Maruti Swift VDI,2013,445000,70000,Diesel,Manual
Maruti Baleno Zeta Diesel,2017,752000,28000,Diesel,Manual
Skoda Rapid 1.5 TDI Style Plus Black Package,2016,650000,125000,Diesel,Manual
Maruti Swift VDI,2013,450000,67000,Diesel,Manual
Honda City 1.5 V MT,2011,350000,93500,Petrol,Manual
Maruti Swift VVT VXI,2012,511000,8500,Petrol,Manual
Maruti Baleno Zeta 1.3,2016,700000,80000,Diesel,Manual
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1800000,30000,Diesel,Automatic
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,550000,14200,Petrol,Manual
Ford Fiesta 1.4 Duratec EXI Limited Edition,2007,142000,97000,Petrol,Manual
Tata New Safari DICOR 2.2 VX 4x2,2012,725000,90000,Diesel,Manual
Hyundai i20 1.2 Asta Option,2017,630000,30000,Petrol,Manual
Hyundai i20 Sportz 1.2,2015,480000,50000,Petrol,Manual
Maruti Alto K10 VXI,2016,330000,30000,Petrol,Manual
Maruti Gypsy King Soft Top MPI BSIV,2017,500000,20000,Petrol,Manual
Volkswagen Polo Diesel Highline 1.2L,2012,300000,60300,Diesel,Manual
Tata Zest Quadrajet 1.3 XM,2015,400000,35000,Diesel,Manual
Tata Safari DICOR 2.2 EX 4x2,2011,320000,80000,Diesel,Manual
Hyundai i10 Magna 1.1L,2008,180000,44391,Petrol,Manual
Maruti Baleno Sigma 1.3,2016,530000,58000,Diesel,Manual
Mahindra Bolero 2011-2019 Special Edition,2015,600000,40000,Diesel,Manual
Maruti Ertiga SHVS ZDI,2017,780000,66000,Diesel,Manual
Honda City i DTec SV,2016,700000,110000,Diesel,Manual
Chevrolet Beat Diesel,2013,175000,56315,Diesel,Manual
Mahindra Bolero Power Plus SLE,2017,735000,70000,Diesel,Manual
Toyota Etios Liva GD,2013,325000,120000,Diesel,Manual
Chevrolet Tavera LS B3 10 Seats BSII,2006,225000,100000,Diesel,Manual
Tata Zest Quadrajet 1.3 XM,2015,350000,90000,Diesel,Manual
Maruti Wagon R LXI DUO BSIII,2006,110000,120000,LPG,Manual
Maruti Zen Estilo LXI BSIII,2007,85000,160000,Petrol,Manual
Toyota Corolla AE,2006,150000,100000,Petrol,Manual
Maruti Swift Dzire VDi,2009,225000,120000,Diesel,Manual
Tata Indica Vista Terra Quadrajet 1.3L,2010,111000,100000,Diesel,Manual
Maruti Wagon R VXI Minor,2007,150000,70000,Petrol,Manual
Hyundai EON Era Plus,2017,300000,15151,Petrol,Manual
Mahindra Scorpio 1.99 S6 Plus,2015,630000,60000,Diesel,Manual
Hyundai i10 Era,2011,206000,100000,Petrol,Manual
Maruti Wagon R LXI,2006,70000,110000,Petrol,Manual
Hyundai Grand i10 1.2 Kappa Magna AT,2019,567000,7000,Petrol,Automatic
Maruti Wagon R LXI,2005,65000,35000,Petrol,Manual
Maruti Swift Dzire VDI,2016,550000,60000,Diesel,Manual
Hyundai i10 Magna,2010,140000,70000,Petrol,Manual
Renault KWID RXT,2016,300000,30000,Petrol,Manual
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2013,500000,70000,Petrol,Manual
Hyundai Grand i10 Sportz,2015,400000,128000,Petrol,Manual
Maruti Swift VDI BSIV,2011,340000,160000,Diesel,Manual
Toyota Innova 2.5 GX 8 STR,2012,850000,120000,Diesel,Manual
Maruti Swift VDI BSIV,2014,570000,15000,Diesel,Manual
Maruti Swift Dzire VDI,2017,699000,60000,Diesel,Manual
Honda Brio Exclusive Edition,2013,355000,80000,Petrol,Manual
Maruti Swift Dzire VDI Optional,2016,690000,80000,Diesel,Manual
Ford Fiesta 1.4 Duratorq ZXI,2006,180000,114321,Diesel,Manual
Tata Indica Vista TDI LX,2013,200000,120000,Diesel,Manual
Mahindra Scorpio VLX 2WD AIRBAG AT BSIV,2012,575000,120000,Diesel,Manual
Toyota Etios Liva GD,2014,415000,146000,Diesel,Manual
Hyundai i10 Magna LPG,2012,350000,30000,LPG,Manual
Hyundai EON D Lite Plus,2017,350000,20000,Petrol,Manual
Toyota Platinum Etios 1.4 GD,2017,632000,150000,Diesel,Manual
Maruti Eeco CNG 5 Seater AC BSIV,2014,325000,70000,CNG,Manual
Hyundai Elantra SX,2013,511000,90000,Petrol,Manual
Honda City 1.5 V MT,2010,300000,100000,Petrol,Manual
Maruti Wagon R LXI,2005,70000,188000,Petrol,Manual
Hyundai i10 Sportz 1.1L,2008,180000,100000,Petrol,Manual
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Automatic
Lexus ES 300h,2019,5150000,20000,Petrol,Automatic
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Automatic
Tata Safari Storme EX,2015,503000,110000,Diesel,Manual
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Automatic
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Automatic
Maruti Wagon R LXI,2013,225000,58343,Petrol,Manual
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Manual
Honda Jazz VX,2016,550000,56494,Petrol,Manual
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Manual
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Automatic
Toyota Etios VX,2017,625000,25538,Petrol,Manual
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Automatic
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Manual
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Automatic
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Automatic
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Automatic
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Automatic
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Automatic
Hyundai i20 1.2 Asta,2017,730000,37333,Petrol,Manual
Maruti Ertiga VDI,2014,450000,15000,Diesel,Manual
Hyundai Sonata 2.4 GDi MT,2012,550000,330000,Petrol,Manual
Maruti Wagon R LXI CNG,2017,420000,60000,CNG,Manual
Toyota Etios GD,2016,509999,80000,Diesel,Manual
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,905000,110000,Diesel,Manual
Maruti Swift VDI BSIV,2010,240000,134000,Diesel,Manual
Maruti Alto LX,2011,140000,72000,Petrol,Manual
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2006,300000,140000,Diesel,Manual
Maruti Ritz LXi,2015,300000,80000,Petrol,Manual
Maruti Swift Dzire VDi,2010,225000,120000,Diesel,Manual
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,860000,90000,Diesel,Manual
Renault Duster 85PS Diesel RxL Optional,2012,400000,100000,Diesel,Manual
Maruti Swift Dzire LXi,2009,190000,90000,Petrol,Manual
Honda Amaze VX i-DTEC,2013,350000,140000,Diesel,Manual
Chevrolet Spark 1.0 LS,2010,75000,120000,Petrol,Manual
Maruti Vitara Brezza VDi AMT,2019,860000,35000,Diesel,Automatic
Maruti Alto K10 VXI,2014,250000,50000,Petrol,Manual
Hyundai Verna 1.4 CRDi,2017,700000,82000,Diesel,Manual
Maruti Swift VDI BSIV,2014,399000,70000,Diesel,Manual
Maruti Ritz LXi,2016,320000,90000,Petrol,Manual
Toyota Fortuner 4x2 AT,2015,2000000,60000,Diesel,Automatic
Skoda Octavia Ambition 2.0 TDI MT,2014,1100000,79000,Diesel,Manual
Toyota Innova 2.5 V Diesel 7-seater,2011,750000,291000,Diesel,Manual
Toyota Innova 2.5 V Diesel 7-seater,2010,750000,250000,Diesel,Manual
Mahindra Bolero 2011-2019 Plus Non AC BSIV PS,2018,530000,20000,Diesel,Manual
Maruti Ciaz ZDi Plus SHVS,2017,750000,53000,Diesel,Manual
Nissan Micra XV CVT,2017,560000,21500,Petrol,Automatic
Tata Tiago 1.05 Revotorq XZ WO Alloy,2017,450000,89000,Diesel,Manual
Maruti Swift Dzire VXI,2013,459999,35000,Petrol,Manual
Maruti Zen Estilo LXI BS IV,2013,235000,43000,Petrol,Manual
Hyundai Santro Xing GLS,2009,180000,80000,Petrol,Manual
Hyundai Santro Xing XS,2007,140000,80000,Petrol,Manual
Hyundai i20 Asta 1.4 CRDi,2014,620000,110000,Diesel,Manual
Hyundai EON Era,2012,190000,100000,Petrol,Manual
Hyundai EON Sportz,2018,380000,25000,Petrol,Manual
Ford EcoSport S Diesel BSIV,2019,1145000,20000,Diesel,Manual
Tata Zest Quadrajet 1.3 75PS XE,2017,540000,70000,Diesel,Manual
Toyota Innova 2.5 V Diesel 7-seater,2011,800000,197000,Diesel,Manual
Maruti Wagon R LXI BSIII,2006,150000,100000,Petrol,Manual
Maruti 800 Std,1995,55000,70000,Petrol,Manual
Mahindra XUV500 W10 2WD,2015,919999,140000,Diesel,Manual
Maruti Esteem LX,2008,75000,86000,Petrol,Manual
Maruti Alto LXi BSIII,2009,135000,50000,Petrol,Manual
Tata Tiago 1.2 Revotron XZ,2017,340000,40300,Petrol,Manual
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2010,525000,120000,Diesel,Manual
Maruti Celerio VXI,2016,411000,25000,Petrol,Manual
Maruti Wagon R LXI Minor,2010,150000,155000,Petrol,Manual
Honda Jazz 1.2 V AT i VTEC,2015,575000,50000,Petrol,Automatic
Hyundai i20 Asta Option 1.2,2017,595000,30030,Petrol,Manual
Hyundai Xcent 1.2 Kappa SX Option,2017,525000,29029,Petrol,Manual
Maruti Ritz VDi,2012,335000,72072,Diesel,Manual
Ford Figo Diesel EXI,2012,300000,54000,Diesel,Manual
Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,2012,415000,82082,Diesel,Manual
Mahindra XUV500 W8 2WD,2016,925000,48000,Diesel,Manual
Maruti Ertiga BSIV ZXI Plus,2016,750000,20000,Petrol,Manual
Hyundai Verna CRDi 1.6 AT SX Option,2018,1150000,49000,Diesel,Automatic
Datsun GO Plus T BSIV,2015,260000,35000,Petrol,Manual
Maruti Alto 800 CNG LXI,2017,260000,67000,CNG,Manual
Maruti Swift Dzire Vdi BSIV,2011,347000,80600,Diesel,Manual
Hyundai EON Magna Optional,2013,195000,58609,Petrol,Manual
Fiat Punto Pure 1.2L FIRE,2016,265000,33003,Petrol,Manual
Maruti Wagon R LXI CNG,2016,320000,43000,CNG,Manual
Hyundai i20 Magna 1.2,2016,590000,16500,Petrol,Manual
Toyota Innova 2.5 GX 8 STR BSIV,2012,650000,138000,Diesel,Manual
Mahindra Scorpio 2009-2014 EX 9S BSIII,2013,509999,165500,Diesel,Manual
Maruti Swift Dzire ZDi,2011,350000,120000,Diesel,Manual
Tata Nexon 1.5 Revotorq XM,2018,749000,30000,Diesel,Manual
Tata Indigo CS LS (TDI) BS III,2010,150000,70000,Diesel,Manual
Hyundai Santro LE,2001,33983,80000,Petrol,Manual
Maruti Zen LX,2003,58000,170000,Petrol,Manual
Mahindra Verito 1.5 D2 BSIV,2011,200000,120000,Diesel,Manual
Mahindra Jeep MM 540,1998,210000,47990,Diesel,Manual
Tata Indica Vista Quadrajet LS,2014,240000,168000,Diesel,Manual
Honda Amaze E i-DTEC,2017,515000,60000,Diesel,Manual
Maruti Alto LXi,2008,145000,120000,Petrol,Manual
Maruti Wagon R VXI Optional,2016,450000,5800,Petrol,Manual
Maruti A-Star Lxi,2010,179000,68700,Petrol,Manual
Hyundai Verna Xi (Petrol),2007,220000,108000,Petrol,Manual
Tata Zest Revotron 1.2 XT,2020,500000,40000,Petrol,Manual
Ford Fiesta Classic 1.4 SXI Duratorq,2009,190000,100000,Diesel,Manual
Chevrolet Beat Diesel LT,2015,200000,40000,Diesel,Manual
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,850000,90000,Petrol,Manual
Volkswagen Polo Petrol Highline 1.2L,2011,270000,60000,Petrol,Manual
Hyundai EON Magna Plus,2016,335000,17000,Petrol,Manual
Maruti Wagon R VXI Optional,2018,459999,5000,Petrol,Manual
Maruti Vitara Brezza LDi Option,2017,710000,60000,Diesel,Manual
Maruti Swift Dzire LDI,2015,330000,140000,Diesel,Manual
Jeep Compass 2.0 Limited,2017,1515000,15000,Diesel,Manual
Tata Nexon 1.2 Revotron XZ Plus,2018,750000,25000,Petrol,Manual
Chevrolet Spark 1.0 LT,2016,160000,50000,Petrol,Manual
Chevrolet Beat Diesel LT Option,2016,215000,60000,Diesel,Manual
Tata Nano Cx BSIII,2012,60000,40000,Petrol,Manual
Maruti Swift Dzire VXI,2014,480000,72000,Petrol,Manual
Tata Manza Aqua Quadrajet BS IV,2012,140000,195000,Diesel,Manual
Hyundai EON D Lite,2012,200000,70000,Petrol,Manual
Nissan Micra Diesel XL Optional,2013,400000,83000,Diesel,Manual
Hyundai EON Era Plus,2012,180000,100000,Petrol,Manual
Maruti Swift VXI Optional,2015,550000,25000,Petrol,Manual
Maruti Swift VDI Optional,2016,550000,50000,Diesel,Manual
Maruti Ertiga VDI,2012,550000,67000,Diesel,Manual
Maruti Zen Estilo VXI BSIV,2011,270000,30000,Petrol,Manual
Renault Pulse RxL,2013,315000,85000,Diesel,Manual
Mahindra Thar CRDe,2018,875000,25000,Diesel,Manual
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2007,400000,170000,Diesel,Manual
Mahindra Scorpio EX,2014,540000,110000,Diesel,Manual
Maruti Wagon R LXI CNG,2017,350000,60000,CNG,Manual
Hyundai Verna 1.6 SX CRDi (O),2011,360000,80000,Diesel,Manual
Maruti Wagon R VXI BS IV,2014,300000,31000,Petrol,Manual
Hyundai Grand i10 CRDi Sportz,2014,350000,100000,Diesel,Manual
Mahindra NuvoSport N8,2016,650000,130000,Diesel,Manual
Maruti Wagon R LXI Optional,2016,350000,20000,Petrol,Manual
Ford EcoSport 1.5 TDCi Trend Plus BSIV,2017,700000,60000,Diesel,Manual
Maruti Swift Dzire VDI,2013,415000,102996,Diesel,Manual
Mahindra Marazzo M8,2019,1460000,5000,Diesel,Manual
Tata Nexon 1.5 Revotorq XZ Plus,2017,830000,35000,Diesel,Manual
Datsun GO T Option BSIV,2018,430000,5000,Petrol,Manual
Ford EcoSport 1.5 TDCi Platinum Edition BSIV,2017,850000,60000,Diesel,Manual
Maruti Swift Dzire ZXI,2017,650000,70000,Petrol,Manual
Hyundai Verna CRDi,2008,120000,120000,Diesel,Manual
Mahindra TUV 300 T8,2016,730000,65100,Diesel,Manual
Maruti Ignis 1.2 AMT Delta BSIV,2019,525000,20000,Petrol,Automatic
Hyundai i20 Active 1.4 SX,2015,600000,108000,Diesel,Manual
Maruti Swift LXI,2019,500000,15000,Petrol,Manual
Hyundai Santro Xing GLS,2009,150000,77000,Petrol,Manual
Maruti Wagon R VXI BS IV,2015,409999,18500,Petrol,Manual
Mahindra TUV 300 T8,2016,625000,120000,Diesel,Manual
Renault KWID RXT,2015,290000,15200,Petrol,Manual
Honda Mobilio V i VTEC,2015,500000,35000,Petrol,Manual
Hyundai Verna 1.6 SX,2011,475000,80000,Diesel,Manual
Hyundai EON Era Plus,2013,190000,70000,Petrol,Manual
Mahindra XUV500 W6 2WD,2014,750000,80000,Diesel,Manual
Nissan Terrano XV 110 PS,2014,525000,120000,Diesel,Manual
Chevrolet Cruze LTZ,2012,495000,82000,Diesel,Manual
Hyundai i20 Sportz 1.4 CRDi,2015,550000,60000,Diesel,Manual
Mahindra XUV500 W8 4WD,2012,595000,129000,Diesel,Manual
Fiat Grande Punto EVO 1.3 Dynamic,2015,550000,67000,Diesel,Manual
Toyota Fortuner 2.5 4x2 MT TRD Sportivo,2015,2000000,120000,Diesel,Manual
Tata Safari DICOR 2.2 EX 4x2,2010,400000,120000,Diesel,Manual
Fiat Avventura Power Up 1.3 Emotion,2015,500000,96500,Diesel,Manual
Maruti Wagon R LXI BSIII,2017,340000,52412,Petrol,Manual
Mahindra Scorpio SLE BS IV,2012,480000,85472,Diesel,Manual
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2013,480000,87452,Diesel,Manual
Ford EcoSport 1.5 Diesel Ambiente BSIV,2018,750000,17000,Diesel,Manual
Maruti Wagon R LXI Minor,2008,100000,66530,Petrol,Manual
Hyundai i20 Magna,2013,290000,40000,Petrol,Manual
Fiat Avventura Power Up 1.3 Emotion,2015,425000,96500,Diesel,Manual
Honda City V MT,2010,285000,79000,Petrol,Manual
Mahindra TUV 300 mHAWK100 T8,2016,625000,50000,Diesel,Manual
Fiat Grande Punto Active (Diesel),2012,170000,60000,Diesel,Manual
Tata Zest Revotron 1.2T XMS,2018,459999,35000,Petrol,Manual
Fiat Avventura MULTIJET Emotion,2015,450000,120000,Diesel,Manual
Maruti Swift Dzire AMT VXI,2019,650000,10000,Petrol,Automatic
Hyundai i20 Active 1.2 S,2017,600000,15000,Petrol,Manual
Maruti Alto 800 CNG LXI,2013,178000,70000,CNG,Manual
Maruti Alto 800 LXI,2016,300000,5000,Petrol,Manual
Maruti Alto LXi,2009,150000,40000,Petrol,Manual
Hyundai Elite i20 Petrol Magna Exective,2019,590000,10000,Petrol,Manual
Hyundai EON Era Plus,2016,310000,25000,Petrol,Manual
Tata Zest Revotron 1.2T XMS,2017,400000,53000,Petrol,Manual
Mahindra Scorpio LX,2014,520000,110000,Diesel,Manual
Ashok Leyland Stile LE,2013,300000,200000,Diesel,Manual
Mahindra XUV300 W8 Option BSIV,2019,1000000,22000,Petrol,Manual
Maruti Wagon R VXI,2003,65000,70000,Petrol,Manual
Honda Amaze VX i-DTEC,2015,509999,75000,Diesel,Manual
Maruti Wagon R VXI BSIII,2012,221000,70000,Petrol,Manual
Volkswagen Vento 1.6 Highline,2014,390000,64000,Petrol,Manual
Maruti Gypsy King Soft Top MPI BSIV,2002,350000,60000,Petrol,Manual
Maruti Alto LXi,2009,195000,40000,Petrol,Manual
Audi Q7 3.0 TDI Quattro,2010,1750000,110000,Diesel,Automatic
Mahindra Scorpio VLX 2WD AIRBAG BSIII,2013,600000,60000,Diesel,Manual
Hyundai i20 Sportz Option 1.4 CRDi,2015,615000,72000,Diesel,Manual
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,350000,70000,Diesel,Manual
Chevrolet Beat Diesel LS,2012,140000,75000,Diesel,Manual
Hyundai i20 1.4 Sportz,2017,650000,32331,Diesel,Manual
Hyundai Creta 1.6 CRDi SX Plus,2016,1100000,70000,Diesel,Manual
Hyundai i20 1.4 CRDi Sportz,2010,285000,80000,Diesel,Manual
Chevrolet Spark 1.0 LT,2011,190000,20000,Petrol,Manual
Nissan Sunny XL,2012,350000,110000,Petrol,Manual
Hyundai Grand i10 Asta,2014,400000,40000,Petrol,Manual
Toyota Innova Crysta 2.7 ZX AT BSIV,2016,2100000,40000,Petrol,Automatic
Hyundai i20 Sportz 1.2,2015,434999,90000,Petrol,Manual
Maruti Swift Dzire VXI,2014,450000,50000,Petrol,Manual
Daewoo Matiz SD,2001,45000,137000,Petrol,Manual
Hyundai i20 Asta 1.2,2015,450000,60000,Petrol,Manual
Maruti Swift VDI Optional,2017,580000,30000,Diesel,Manual
Hyundai Creta 1.6 CRDi SX,2016,900000,98000,Diesel,Manual
Maruti Ertiga SHVS ZDI,2016,750000,50000,Diesel,Manual
Tata Indigo CS LS (TDI) BS III,2009,140000,120000,Diesel,Manual
